objectid,fire_year,discovery_doy,fire_size,latitude,longitude
1592624,2012,206,2.0,44.65809,-83.41801
1592625,2012,211,4.8,44.6953,-83.44412
1592626,2012,211,0.4,44.71247,-83.40209
1592627,2012,247,0.2,44.724736,-83.741589
1592630,2012,256,2.0,44.6414,-83.36849000000001
1592718,2012,214,10.0,46.59766,-86.23213
1592720,2012,256,2.4,46.55089,-86.18038
1592920,2012,67,8.2,42.68793,-86.20378000000001
1592921,2012,178,0.3,42.54298,-85.92824
1592922,2012,218,16.7,42.645179999999996,-85.89635
1592923,2012,234,0.1,42.55296,-85.97684
1592924,2012,282,0.1,42.526509999999995,-86.10173
1592925,2012,303,2.3,42.54905,-86.04344
1592926,2012,316,2.0,42.47607,-86.00963
1592927,2012,76,2.0,45.1544,-83.60436999999999
1592928,2012,77,1.3,44.88841,-83.64464
1592930,2012,81,0.1,45.08085,-83.51980999999999
1592932,2012,86,0.8,45.18241,-83.76436
1592933,2012,97,1.0,45.04323,-83.81363
1592934,2012,104,2.0,45.12172,-83.44117
1592936,2012,109,1.0,44.874629999999996,-83.52905
1592937,2012,109,0.2,44.894890000000004,-83.40454
1592938,2012,114,3.6,44.87129,-83.82851
1592939,2012,116,0.8,45.030359999999995,-83.68021
1592940,2012,119,2.0,45.02491,-83.50015
1592941,2012,120,0.1,45.02532,-83.49651
1592942,2012,120,0.3,45.016000000000005,-83.86672
1592944,2012,133,0.5,44.89832,-83.41159
1592945,2012,140,1.0,45.05774,-83.83904
1592946,2012,145,0.7,45.117509999999996,-83.32374
1592947,2012,140,0.2,44.99207,-83.86385
1592948,2012,162,0.5,44.97517,-83.62321
1592949,2012,206,0.8,44.89727,-83.5262
1592950,2012,247,0.2,44.96713,-83.48634
1592951,2012,280,9.9,45.12406,-83.33421
1593034,2012,81,0.5,45.09169,-85.14196
1593036,2012,98,0.3,44.99046,-85.3533
1593039,2012,145,14.7,45.02635,-85.1564
1593042,2012,260,1.0,44.86063,-85.08521
1593204,2012,80,32.5,44.0902,-83.92384
1593206,2012,98,3.6,44.12878,-83.97353000000001
1593207,2012,103,0.4,44.12697,-83.92799000000001
1593208,2012,103,0.1,44.112629999999996,-83.95898000000001
1593209,2012,136,1.5,44.08767,-83.92744
1593211,2012,221,1.8,44.04206,-83.96494
1593212,2012,261,1.6,44.06536,-83.90693
1593441,2012,278,18.0,46.68108,-88.08507
1593599,2012,199,4.1,42.76342,-85.40763000000001
1593931,2012,39,3.8,43.81072,-83.92407
1593933,2012,104,4.4,44.6541,-85.91055
1593934,2012,225,1.0,44.629,-85.883
1594989,2012,210,3.1,42.17442,-85.24193000000001
1595262,2012,98,2.0,45.23941,-85.251
1595263,2012,98,0.1,45.26299,-84.84232
1595265,2012,119,1.5,45.15103,-85.13096
1595267,2012,146,0.2,45.15323,-85.19289
1595443,2012,80,0.1,45.39103,-84.62986
1595446,2012,98,0.5,45.36991,-84.57689
1595447,2012,98,1.8,45.35587,-84.7624
1595449,2012,114,0.5,45.36554,-84.63869
1595450,2012,115,0.2,45.27346,-84.56231
1595451,2012,115,0.2,45.370490000000004,-84.41585
1595453,2012,119,0.2,45.32907,-84.5107
1595454,2012,145,0.1,45.37453,-84.71355
1595456,2012,236,0.1,45.39467,-84.5333
1595458,2012,312,0.1,45.397220000000004,-84.61847
1595814,2012,95,28.0,46.360009999999996,-84.23421
1595815,2012,97,28.8,46.3912,-84.55769000000001
1595817,2012,98,45.8,46.24522,-84.57991
1595819,2012,98,14.0,46.346309999999995,-84.48534000000001
1595822,2012,104,15.3,46.39817,-84.4764
1595824,2012,117,2.2,46.36084,-84.41141999999999
1595825,2012,119,0.2,46.262640000000005,-84.44086999999999
1595826,2012,126,0.5,46.43414,-84.33498
1595829,2012,134,2.2,46.35876,-84.41353000000001
1595832,2012,181,0.7,46.27019,-84.48651
1595836,2012,214,2.2,46.70616,-85.02880999999998
1595838,2012,241,3.0,46.101259999999996,-84.26971
1595840,2012,244,3.2,46.061122999999995,-84.15474499999999
1596028,2012,77,7.8,44.05999,-85.06286999999999
1596031,2012,80,0.7,43.97503,-84.92716999999999
1596032,2012,86,3.4,44.01826,-84.84082
1596033,2012,97,2.4,44.14842,-84.83995
1596035,2012,97,3.6,43.97006,-85.00447
1596036,2012,98,0.6,43.98424,-84.79885
1596038,2012,99,1.8,43.91024,-85.06203000000001
1596039,2012,100,0.2,43.99555,-84.84962
1596040,2012,100,0.3,43.887,-84.81574
1596041,2012,100,1.1,43.887029999999996,-84.81935
1596043,2012,102,0.2,44.06114,-84.81254
1596047,2012,120,0.7,44.13682,-84.63171
1596048,2012,120,0.7,44.00398,-84.79984
1596050,2012,131,0.3,44.060559999999995,-84.82885
1596052,2012,135,1.6,44.0605,-84.7781
1596054,2012,140,0.2,44.09848,-84.76809
1596056,2012,140,3.4,43.910759999999996,-85.04494
1596058,2012,143,0.2,44.07087,-84.81625
1596059,2012,145,0.1,44.02468,-84.77575999999999
1596061,2012,145,0.9,44.06621,-84.82839
1596062,2012,145,0.1,43.88673,-84.77943
1596063,2012,147,0.1,44.06641,-84.74755999999998
1596065,2012,177,0.5,44.028940000000006,-84.66305
1596067,2012,182,0.2,44.06027,-84.83293
1596068,2012,182,1.8,43.95306,-84.76776
1596069,2012,187,0.1,44.03163,-84.8853
1596071,2012,205,0.5,43.99998,-85.0186
1596072,2012,220,0.2,44.113929999999996,-84.72604
1596170,2012,93,3.8,44.61353,-84.65034
1596171,2012,114,0.5,44.648579999999995,-84.52868000000001
1596172,2012,122,0.1,44.52666,-84.57654000000001
1596173,2012,136,0.5,44.69747,-84.72349
1596174,2012,139,0.7,44.74382,-84.84163000000001
1596175,2012,140,20.0,44.731833,-84.597818
1596176,2012,140,1.75,44.731004,-84.597758
1596177,2012,140,96.0,44.63868,-84.84621
1596178,2012,141,0.1,44.51405,-84.55719
1596179,2012,147,0.5,44.818583000000004,-84.76874699999999
1596180,2012,160,0.5,44.68378,-84.83048000000001
1596181,2012,196,0.1,44.59162,-84.55341
1596182,2012,200,0.3,44.78857,-84.59657
1596183,2012,200,0.2,44.788509999999995,-84.59629
1596184,2012,203,10.0,44.81565,-84.53439
1596185,2012,206,0.1,44.78333,-84.71547
1596186,2012,245,0.7,44.81462,-84.76727
1596187,2012,97,1.2,45.672259999999994,-87.3214
1596188,2012,100,0.5,45.84151,-87.05448
1596189,2012,116,0.25,45.91386,-87.14858000000001
1596190,2012,116,7.4,45.86586,-87.07032
1596191,2012,137,0.3,45.7664,-87.15179
1596192,2012,140,1.7,46.06545,-87.20564
1596193,2012,160,0.25,45.77176,-87.12759
1596194,2012,244,0.5,45.745561,-87.11573800000001
1596195,2012,244,2.8,45.828187,-87.266039
1596196,2012,95,17.6,45.76595,-87.88
1596197,2012,103,0.5,45.75077,-87.72386
1596198,2012,112,1.0,45.99107,-88.07553
1596199,2012,113,5.0,45.961816999999996,-87.95145
1596200,2012,114,1.5,46.07738,-88.01371
1596353,2012,95,0.1,45.558609999999994,-84.7762
1596354,2012,97,5.8,45.56662,-84.85428
1596355,2012,97,0.6,45.31269,-84.89726
1596356,2012,133,5.0,45.63178,-84.76414
1596357,2012,237,1.0,45.54251,-84.76134
1596358,2012,242,0.8,45.710390000000004,-84.86695999999999
1596359,2012,243,23.7,45.60067,-85.06787
1596360,2012,247,4.0,45.64735,-84.91359
1596575,2012,71,0.1,43.9465,-84.23244
1596576,2012,77,0.3,44.08605,-84.54942
1596577,2012,77,0.8,44.13712,-84.47913
1596578,2012,95,0.4,43.96395,-84.35646
1596579,2012,102,0.2,43.98702,-84.43876
1596580,2012,104,0.1,43.88575,-84.32033
1596581,2012,107,0.1,43.81691,-84.42959
1596582,2012,113,2.6,44.1119,-84.58978
1596583,2012,113,5.8,43.83829,-84.30005
1596584,2012,115,0.1,44.01802,-84.30315
1596585,2012,133,0.5,44.091229999999996,-84.42361
1596586,2012,134,12.2,44.04183,-84.19626
1596587,2012,141,1.8,43.9493,-84.19443000000001
1596588,2012,178,1.5,43.8912,-84.31730999999999
1596589,2012,268,0.1,44.07285,-84.42383000000001
1596590,2012,283,0.2,44.03678,-84.58506
1596607,2012,102,9.4,44.739740000000005,-85.44479
1596608,2012,120,0.3,44.7424,-85.55107
1596609,2012,144,2.5,44.63438,-85.60488000000001
1596610,2012,162,28.0,44.75158,-85.37048
1596611,2012,223,0.1,44.696000000000005,-85.814
1596612,2012,231,1.5,44.7,-85.652
1596613,2012,233,2.4,44.655,-85.36399999999999
1596614,2012,235,9.3,44.51405,-85.57323000000001
1596615,2012,260,0.7,44.6515,-85.4251
1596616,2012,181,2.7,43.44591,-84.6562
1596617,2012,134,2.0,47.186809999999994,-88.48504
1596618,2012,202,1.4,46.83323,-88.70076999999999
1596619,2012,241,0.25,47.10484,-88.35078
1596620,2012,254,0.3,47.14833,-88.35499
1596780,2012,283,257.0,43.85583,-83.43653
1596814,2012,82,0.3,44.47325,-83.3213
1596815,2012,119,0.5,44.505167,-83.328861
1596816,2012,218,0.5,44.439797,-83.331682
1596817,2012,218,2.0,44.49116,-83.3974
1596952,2012,97,2.1,46.21868,-88.38345
1596953,2012,97,8.2,46.38176,-88.25069
1596954,2012,106,0.2,46.09766,-88.39173000000001
1596955,2012,119,1.5,46.09856,-88.24462
1596956,2012,145,0.1,46.093689000000005,-88.43526999999999
1596957,2012,278,0.5,46.134479999999996,-88.39293
1596958,2012,80,0.5,44.69665,-85.20659
1596959,2012,88,0.2,44.77219,-85.1056
1596960,2012,97,9.5,44.72659,-85.29693
1596961,2012,99,0.1,44.754020000000004,-85.1949
1596962,2012,100,0.2,44.79415,-85.14838
1596963,2012,104,0.5,44.75485,-85.03253000000001
1596964,2012,119,2.0,44.616890000000005,-84.87844
1596965,2012,140,0.8,44.52211,-85.07162
1596966,2012,182,3.0,44.55157,-85.25898000000001
1596967,2012,246,1.5,44.696525,-84.966217
1596968,2012,193,2.5,43.20936,-85.43451
1596969,2012,199,8.3,42.956485,-85.697007
1596970,2012,316,1.7,43.23705,-85.60089
1596971,2012,237,0.3,47.34948,-88.4443
1596972,2012,122,5.3,43.94482,-85.63394
1596973,2012,131,2.7,43.9149,-85.71696999999999
1596974,2012,317,64.0,43.11971,-83.20716999999999
1596975,2012,173,5.0,42.51095,-84.08475
1596976,2012,114,0.2,46.29544,-85.521
1596977,2012,142,22.3,46.64096,-85.43755999999999
1596978,2012,142,0.6,46.6707,-85.7547
1596979,2012,143,5.0,46.60515,-85.51144000000001
1596980,2012,144,1.0,46.53873,-85.3477
1596981,2012,144,21069.0,46.5335,-85.42364
1596982,2012,152,0.5,46.69,-85.31733299999999
1596983,2012,178,0.1,46.512658,-85.348065
1596984,2012,198,0.1,46.58968,-85.38464
1596985,2012,210,1.2,46.302,-85.50200000000001
1596986,2012,247,0.1,46.64468,-85.36443
1596987,2012,98,2.5,46.15759,-84.48184
1596988,2012,114,2.5,46.10351,-85.70345
1596989,2012,114,1.8,46.12885,-85.4604
1596990,2012,191,0.1,44.381,-85.969
1596991,2012,93,0.1,46.48706,-87.40526
1596992,2012,95,0.1,46.486999999999995,-87.405
1596993,2012,96,0.1,46.5122,-87.40459
1596994,2012,97,0.1,46.319520000000004,-87.27962
1596995,2012,97,0.26,46.39118,-87.81696
1596996,2012,98,3.3,46.29226,-88.09711
1596997,2012,105,4.5,46.32963,-87.35258
1596998,2012,114,0.1,46.355098,-87.828186
1596999,2012,115,0.1,46.50447,-87.84492
1597000,2012,119,6.2,46.25372,-87.43330999999999
1597001,2012,122,62.5,46.28382,-87.84057
1597002,2012,131,3.7,46.47289,-87.41263000000001
1597003,2012,132,0.5,46.33923,-87.35755
1597004,2012,137,0.6,46.050236,-87.281824
1597005,2012,165,1.3,46.32841,-87.51716
1597006,2012,181,1.0,46.84892,-87.89439
1597007,2012,184,0.2,46.31682,-87.33997
1597008,2012,187,0.1,46.57201,-87.47855
1597009,2012,200,2.2,46.2956,-87.44665
1597010,2012,206,0.5,46.619144,-87.980638
1597011,2012,222,7.4,46.3207,-87.62631999999999
1597012,2012,216,0.1,46.611847999999995,-87.46314100000001
1597013,2012,235,1.1,46.671170000000004,-87.86117
1597014,2012,242,0.1,46.340720000000005,-87.34648
1597015,2012,246,0.25,46.56896,-88.10999
1597016,2012,282,0.1,46.573451,-87.463115
1597017,2012,80,35.0,43.961999999999996,-86.191
1597018,2012,207,15.5,44.00015,-86.36413
1597019,2012,103,0.9,43.64414,-85.29562
1597020,2012,108,11.6,43.4724,-85.54156
1597021,2012,194,0.8,43.47124,-85.53219
1597022,2012,206,2.5,43.8004,-85.54921
1597023,2012,73,16.3,45.18858,-87.73026
1597024,2012,79,0.5,45.679520000000004,-87.44286
1597025,2012,79,3.4,45.411159999999995,-87.6355
1597026,2012,88,2.0,45.65858,-87.56215999999999
1597027,2012,98,0.5,45.40228,-87.5673
1597028,2012,102,0.7,45.43388,-87.68623000000001
1597029,2012,105,2.0,45.813109999999995,-87.48131
1597030,2012,105,0.5,45.37862,-87.60813
1597031,2012,105,0.3,45.96774,-87.55646999999999
1597032,2012,105,0.7,45.894259999999996,-87.42577
1597033,2012,134,0.4,45.563867,-87.546779
1597034,2012,135,0.1,45.638938,-87.615092
1597035,2012,143,1.0,45.25165,-87.50893
1597036,2012,161,2.0,45.53881,-87.27802
1597037,2012,185,1.4,45.83805,-87.59326999999999
1597038,2012,215,2.2,45.45265,-87.41233000000001
1597039,2012,227,0.1,45.27324,-87.49316
1597040,2012,81,2.7,43.81009,-84.40699000000001
1597041,2012,82,0.4,43.692440000000005,-84.46908
1597042,2012,88,0.1,43.568979999999996,-84.40993
1597043,2012,102,0.2,43.65047,-84.46896
1597044,2012,102,0.2,43.685990000000004,-84.22229
1597045,2012,114,4.4,43.60642,-84.60721
1597046,2012,115,0.5,43.75614,-84.41176999999999
1597047,2012,115,1.1,43.556090000000005,-84.18158000000001
1597048,2012,120,1.6,43.71921,-84.34076999999999
1597049,2012,139,0.5,43.76157,-84.46064
1597050,2012,194,1.2,43.67917,-84.43244
1597051,2012,206,0.1,43.72687,-84.40225
1597052,2012,271,0.7,43.791920000000005,-84.46463
1597053,2012,283,1.2,43.6146,-84.4082
1597054,2012,302,0.5,43.52819,-84.32936
1597055,2012,316,0.4,43.621809999999996,-84.39068
1597056,2012,317,0.2,43.54291,-84.35001
1597057,2012,327,5.9,43.6901,-84.34859
1597058,2012,86,1.5,44.33518,-84.94089
1597059,2012,96,0.1,44.48105,-85.178335
1597060,2012,99,4.1,44.42622,-85.15241
1597061,2012,102,2.5,44.25169,-85.1472
1597062,2012,114,5.9,44.309219,-85.29235899999999
1597063,2012,135,2.8,44.21513,-85.30957
1597064,2012,190,6.0,44.220052,-85.091364
1597065,2012,193,1.3,44.23483,-85.09671
1597066,2012,206,0.5,44.19348,-85.02076
1597067,2012,207,2.0,44.34734,-85.07361999999999
1597068,2012,179,6.0,43.13557,-85.14768000000001
1597069,2012,76,1.2,44.895131,-84.116029
1597070,2012,99,1.8,44.98578,-84.04678
1597071,2012,104,1.4,45.05693,-84.30354
1597072,2012,105,0.3,45.01495,-84.15613
1597073,2012,132,0.3,45.11958,-84.16529
1597074,2012,140,0.75,44.91389,-84.33004
1597075,2012,144,0.1,44.874359999999996,-84.03072
1597076,2012,144,0.1,44.88609,-84.03090999999999
1597077,2012,144,0.1,44.9084,-84.03130999999999
1597078,2012,147,7.0,44.89288,-84.29158000000001
1597079,2012,186,7.7,45.17958,-84.20251999999999
1597080,2012,206,7.0,45.02496,-84.20736
1597081,2012,235,0.1,45.03821,-84.13261
1597082,2012,100,5.0,43.46689,-86.18921
1597083,2012,113,2.0,43.37365,-86.21285
1597084,2012,133,12.0,43.38393,-86.08782
1597085,2012,138,0.4,43.233129999999996,-86.33554000000001
1597086,2012,184,3.0,43.41942,-86.20975
1597087,2012,189,3.0,43.381582,-86.108436
1597088,2012,196,2.3,43.41967,-86.11028
1597089,2012,219,0.2,43.38155,-86.10726
1597090,2012,337,0.1,43.353559999999995,-86.41428
1597091,2012,95,2.6,43.47387,-86.15088
1597092,2012,103,5.6,43.613240000000005,-86.45421999999999
1597093,2012,144,20.7,43.501999999999995,-86.27665999999999
1597094,2012,161,2.4,43.722190000000005,-86.48505
1597095,2012,187,0.2,43.6203,-86.39043000000001
1597096,2012,193,1.1,43.489986,-86.34366
1597097,2012,195,0.4,43.76453,-86.428871
1597098,2012,198,9.7,43.508662,-86.05881099999999
1597099,2012,79,1.3,44.21115,-84.18889
1597100,2012,81,14.6,44.459540000000004,-84.0329
1597101,2012,87,1.0,44.34943,-83.9916
1597102,2012,87,1.6,44.44547,-84.2285
1597103,2012,88,2.0,44.39733,-84.0051
1597104,2012,98,0.1,44.32428,-84.09118000000001
1597105,2012,98,0.9,44.26124,-84.12104000000001
1597106,2012,99,0.3,44.365120000000005,-84.0473
1597107,2012,104,0.3,44.330909999999996,-84.29446
1597108,2012,104,2.1,44.239540000000005,-84.15043
1597109,2012,105,74.6,44.231970000000004,-84.14265
1597110,2012,115,2.0,44.17266,-84.06141
1597111,2012,134,12.6,44.37043,-84.04720999999999
1597112,2012,134,311.0,44.417483000000004,-84.369863
1597113,2012,140,0.6,44.411766,-84.014866
1597114,2012,166,0.1,44.341643,-84.34705
1597115,2012,173,0.1,44.406461,-84.307957
1597116,2012,182,3.5,44.2637,-84.07284
1597117,2012,74,1.5,44.076029999999996,-85.2458
1597118,2012,98,2.3,44.00152,-85.10001
1597119,2012,99,2.0,43.96523,-85.22407
1597120,2012,103,1.0,44.06008,-85.25238
1597121,2012,105,2.3,43.91283,-85.34225
1597122,2012,274,0.5,43.878712,-85.533159
1597123,2012,77,22.0,44.83432,-83.9921
1597124,2012,95,0.8,44.7104,-84.12292
1597125,2012,96,0.9,44.706070000000004,-84.19193
1597126,2012,99,3.3,44.82804,-84.29915
1597127,2012,146,0.2,44.72527,-84.24582
1597128,2012,199,0.5,44.6908,-84.29843000000001
1597129,2012,81,1.5,44.984122,-84.653542
1597130,2012,94,0.5,44.932390000000005,-84.6109
1597131,2012,96,0.6,45.124819,-84.562866
1597132,2012,104,43.8,44.96867,-84.56039
1597133,2012,105,1.2,45.042120000000004,-84.46645
1597134,2012,140,0.5,45.0735,-84.53066
1597135,2012,140,6.8,44.96897,-84.61556
1597136,2012,141,4.4,45.1086,-84.4869
1597137,2012,146,0.5,44.89759,-84.83652
1597138,2012,146,0.9,44.93267,-84.83202
1597139,2012,147,1.2,44.940979999999996,-84.5174
1597140,2012,147,1.1,44.96095,-84.5998
1597141,2012,147,0.1,45.0606,-84.55185999999999
1597142,2012,162,0.1,45.06346,-84.55089
1597143,2012,164,8.4,44.88774,-84.45799
1597144,2012,165,4.2,44.96416,-84.59968
1597145,2012,139,0.5,45.07107,-84.63219000000001
1597146,2012,142,0.6,45.03593,-84.59705
1597147,2012,185,0.1,44.991581,-84.673787
1597148,2012,188,0.9,45.113831,-84.674139
1597149,2012,192,0.2,45.08338,-84.58194
1597150,2012,192,0.1,45.08299,-84.58199
1597151,2012,192,0.2,45.082542,-84.582021
1597152,2012,192,0.8,44.99259,-84.59814
1597153,2012,195,1.6,44.98471,-84.72949
1597154,2012,206,24.0,44.85924,-84.38280999999999
1597155,2012,213,0.1,44.92087,-84.52158
1597156,2012,237,0.1,44.98935,-84.80779
1597157,2012,247,0.1,44.99068,-84.63391999999999
1597158,2012,199,1.0,43.1015,-86.14169
1597159,2012,236,8.2,42.873459999999994,-86.01611
1597160,2012,80,4.8,45.314440000000005,-84.2333
1597161,2012,96,0.2,45.39781,-84.20133
1597162,2012,103,2.4,45.38365,-84.14623
1597163,2012,115,0.2,45.41407,-83.85159
1597164,2012,133,1.4,45.22876,-83.95081
1597165,2012,135,0.1,45.24389,-84.07539
1597166,2012,136,3.9,45.457209999999996,-83.93904
1597167,2012,178,1.1,45.40535,-84.15388
1597168,2012,194,0.1,45.2784,-83.81700000000001
1597169,2012,240,0.1,45.30368,-84.07069
1597170,2012,172,0.1,45.26569,-84.08433000000001
1597171,2012,77,0.5,44.38556,-84.62085
1597172,2012,77,0.1,44.195440000000005,-84.83428
1597173,2012,97,1.5,44.30939,-84.59585
1597174,2012,98,1.0,44.487320000000004,-84.64594
1597175,2012,101,2.0,44.290420000000005,-84.74710999999999
1597176,2012,120,3.4,44.33467,-84.64255
1597177,2012,140,0.1,44.47611,-84.41131
1597178,2012,218,1.0,44.42303,-84.6128
1597179,2012,246,4.7,44.33528,-84.46419
1597180,2012,270,0.1,44.44601,-84.62621
1597181,2012,147,0.3,43.16356,-82.89141
1597182,2012,167,8.0,43.393840000000004,-82.7777
1597183,2012,282,0.7,43.58293,-82.81653
1597184,2012,80,1.0,45.98553,-86.13252
1597185,2012,103,0.2,45.88091,-86.40371999999999
1597186,2012,122,0.1,45.923770000000005,-86.34545
1597187,2012,133,0.1,45.92403,-86.47962
1597188,2012,242,0.25,45.9763,-86.23181
1597189,2012,109,335.0,43.58364,-83.68791
1597190,2012,81,9.3,44.38627,-85.65254
1597191,2012,134,0.1,44.287246,-85.348404
1597192,2012,177,1.0,44.486208000000005,-85.448841
1597193,2012,246,3.3,44.43949,-85.6038
1635462,2013,204,0.2,44.21472222,-86.32527778
1635514,2013,236,16.4,44.26194444,-86.15777778
1635533,2013,228,0.1,44.18638889,-85.98361111
1635587,2013,194,0.25,43.85305556,-85.96638889
1635633,2013,194,1.0,44.36666667,-83.58305556
1635705,2013,138,3.0,43.87972222,-85.75333333
1635706,2013,186,0.1,44.21388889,-86.30527778
1635767,2013,158,0.25,43.46611111,-85.7875
1635781,2013,205,0.75,44.35,-83.51277778
1635991,2013,129,0.1,44.27833333,-83.69166667
1636033,2013,187,1.6,44.40444444,-83.75611111
1636050,2013,139,0.16,43.52111111,-85.63305556
1636088,2013,93,0.1,43.58694444,-85.68333333
1636105,2013,144,0.1,46.34666667,-84.9425
1636117,2013,92,0.1,44.43861111,-83.76638889
1636120,2013,126,0.05,46.46777778,-84.62888889
1636223,2013,127,2.4,44.41388889,-83.56833333
1636325,2013,271,0.01,44.21722222,-86.10166667
1636394,2013,128,0.1,44.17972222,-85.93611111
1636426,2013,188,3.0,43.78527778,-85.94083333
1636524,2013,259,0.1,46.24083333,-89.31277778
1636567,2013,206,0.25,44.3125,-83.39472222
